timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741797313259,1548,HTTP请求,201,,Account Write Thread Group 1-25,text,true,,288,313,676,676,http://localhost:8080/api/accounts,1548,0,225
1741797313303,1509,HTTP请求,201,,Account Write Thread Group 1-212,text,true,,288,313,673,673,http://localhost:8080/api/accounts,1509,0,185
1741797313473,1342,HTTP请求,201,,Account Write Thread Group 1-323,text,true,,288,313,672,672,http://localhost:8080/api/accounts,1342,0,15
1741797313301,1517,HTTP请求,201,,Account Write Thread Group 1-217,text,true,,288,313,671,671,http://localhost:8080/api/accounts,1516,0,188
1741797313271,1547,HTTP请求,201,,Account Write Thread Group 1-192,text,true,,288,313,671,671,http://localhost:8080/api/accounts,1547,0,218
1741797313265,1556,HTTP请求,201,,Account Write Thread Group 1-171,text,true,,288,313,670,670,http://localhost:8080/api/accounts,1556,0,225
1741797313261,1561,HTTP请求,201,,Account Write Thread Group 1-103,text,true,,288,313,670,670,http://localhost:8080/api/accounts,1561,0,228
1741797313264,1558,HTTP请求,201,,Account Write Thread Group 1-170,text,true,,288,313,667,667,http://localhost:8080/api/accounts,1558,0,225
1741797313274,1548,HTTP请求,201,,Account Write Thread Group 1-195,text,true,,288,313,666,666,http://localhost:8080/api/accounts,1548,0,210
1741797313300,1523,HTTP请求,201,,Account Write Thread Group 1-197,text,true,,288,313,666,666,http://localhost:8080/api/accounts,1523,0,180
1741797313346,1477,HTTP请求,201,,Account Write Thread Group 1-258,text,true,,288,313,664,664,http://localhost:8080/api/accounts,1477,0,144
1741797313261,1563,HTTP请求,201,,Account Write Thread Group 1-145,text,true,,288,313,663,663,http://localhost:8080/api/accounts,1551,0,227
1741797313254,1570,HTTP请求,201,,Account Write Thread Group 1-55,text,true,,288,313,662,662,http://localhost:8080/api/accounts,1570,0,235
1741797313354,1473,HTTP请求,201,,Account Write Thread Group 1-266,text,true,,288,313,661,661,http://localhost:8080/api/accounts,1472,0,137
1741797313337,1491,HTTP请求,201,,Account Write Thread Group 1-245,text,true,,288,313,660,660,http://localhost:8080/api/accounts,1491,0,154
1741797313258,1570,HTTP请求,201,,Account Write Thread Group 1-155,text,true,,288,313,660,660,http://localhost:8080/api/accounts,1570,0,233
1741797313272,1559,HTTP请求,201,,Account Write Thread Group 1-193,text,true,,288,313,658,658,http://localhost:8080/api/accounts,1559,0,220
1741797313302,1530,HTTP请求,201,,Account Write Thread Group 1-209,text,true,,288,313,657,657,http://localhost:8080/api/accounts,1530,0,190
1741797313332,1501,HTTP请求,201,,Account Write Thread Group 1-239,text,true,,288,313,656,656,http://localhost:8080/api/accounts,1501,0,161
1741797313264,1570,HTTP请求,201,,Account Write Thread Group 1-80,text,true,,288,313,655,655,http://localhost:8080/api/accounts,1570,0,229
1741797313300,1537,HTTP请求,201,,Account Write Thread Group 1-200,text,true,,288,313,654,654,http://localhost:8080/api/accounts,1537,0,191
1741797313493,1345,HTTP请求,201,,Account Write Thread Group 1-324,text,true,,288,313,653,653,http://localhost:8080/api/accounts,1345,0,3
1741797313259,1576,HTTP请求,201,,Account Write Thread Group 1-47,text,true,,288,313,654,654,http://localhost:8080/api/accounts,1576,0,232
1741797313485,1357,HTTP请求,201,,Account Write Thread Group 1-369,text,true,,288,313,651,651,http://localhost:8080/api/accounts,1357,0,10
1741797313497,1345,HTTP请求,201,,Account Write Thread Group 1-378,text,true,,288,313,651,651,http://localhost:8080/api/accounts,1345,0,1
1741797313497,1346,HTTP请求,201,,Account Write Thread Group 1-370,text,true,,288,313,650,650,http://localhost:8080/api/accounts,1346,0,1
1741797313497,1346,HTTP请求,201,,Account Write Thread Group 1-328,text,true,,288,313,649,649,http://localhost:8080/api/accounts,1346,0,1
1741797313500,1346,HTTP请求,201,,Account Write Thread Group 1-327,text,true,,288,313,648,648,http://localhost:8080/api/accounts,1346,0,3
1741797313502,1348,HTTP请求,201,,Account Write Thread Group 1-381,text,true,,288,313,646,646,http://localhost:8080/api/accounts,1348,0,1
1741797313504,1346,HTTP请求,201,,Account Write Thread Group 1-382,text,true,,288,313,646,646,http://localhost:8080/api/accounts,1346,0,3
1741797313504,1347,HTTP请求,201,,Account Write Thread Group 1-385,text,true,,288,313,646,646,http://localhost:8080/api/accounts,1346,0,1
1741797313259,1592,HTTP请求,201,,Account Write Thread Group 1-98,text,true,,288,313,646,646,http://localhost:8080/api/accounts,1592,0,231
1741797313509,1342,HTTP请求,201,,Account Write Thread Group 1-386,text,true,,288,313,646,646,http://localhost:8080/api/accounts,1342,0,1
1741797313515,1336,HTTP请求,201,,Account Write Thread Group 1-331,text,true,,288,313,645,645,http://localhost:8080/api/accounts,1336,0,1
1741797313514,1337,HTTP请求,201,,Account Write Thread Group 1-332,text,true,,288,313,645,645,http://localhost:8080/api/accounts,1337,0,2
1741797313510,1341,HTTP请求,201,,Account Write Thread Group 1-389,text,true,,288,313,645,645,http://localhost:8080/api/accounts,1341,0,2
1741797313509,1343,HTTP请求,201,,Account Write Thread Group 1-390,text,true,,288,313,642,642,http://localhost:8080/api/accounts,1342,0,3
